,Playlist Name,Description,Tracks,Followers,URL
1214,Peace,Peaceful instrumentals to help you keep calm.,274,783136,https://open.spotify.com/playlist/37i9dQZF1DXdCsscAsbRNz
1215,Sleep,Gentle ambient piano to help you fall asleep.,191,4325186,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp
1216,Christmas Peaceful Piano,A calm and relaxing Christmas piano soundtrack for the Holidays,87,536271,https://open.spotify.com/playlist/37i9dQZF1DXbPHTEEyQ6Hv
1217,A Soft Piano Christmas,,71,10044,https://open.spotify.com/playlist/7J8HlMdOq82WJAU6JmhR5d
1218,Piano in the Background,A calm piano soundtrack to all activities.,403,1397716,https://open.spotify.com/playlist/37i9dQZF1DX7K31D69s4M1
1219,It's Hits Sweden,It's Hits - bästa och största hitsen just nu.,50,633135,https://open.spotify.com/playlist/37i9dQZF1DWTMYgB8TqtmR
1220,Main Stage,"Peak-time bangers and emerging future hits. Cover: LUNAX, Maxim Schunk",50,1572037,https://open.spotify.com/playlist/37i9dQZF1DX7ZUug1ANKRP
1221,Det blir kaoz!,Gå loss till Spotifys fetaste festlåtar!,80,91500,https://open.spotify.com/playlist/37i9dQZF1DX0sQWfevMRw3
1222,Feel Good Dinner,An uplifting yet tasteful dinner playlist with a guaranteed feel good vibe.,115,517404,https://open.spotify.com/playlist/37i9dQZF1DXbm6HfkbMtFZ
1223,Truly Deeply House,Deep House in all its shapes and colours.,80,458070,https://open.spotify.com/playlist/37i9dQZF1DX5xiztvBdlUf
1224,Girls' Night,It's all about the girls tonight.,80,2618409,https://open.spotify.com/playlist/37i9dQZF1DX0Uv9tZ47pWo
1225,Summer House!,Dip your feet in the pool and enjoy this perfect summer house mix!,60,258479,https://open.spotify.com/playlist/37i9dQZF1DX05r4Oy3Ln97
1226,An Elegant Affair,Big bands and tuxedos. The playlist for the wedding or just an elegant evening.,80,803204,https://open.spotify.com/playlist/37i9dQZF1DWVf1Phr4ZVgO
1227,Soulful Disco,All the best soul disco sounds for getting down.,66,415778,https://open.spotify.com/playlist/37i9dQZF1DXcAiMO5AYxE8
1228,The Most Romantic Songs in the World,In the mood for some romance?,62,690751,https://open.spotify.com/playlist/37i9dQZF1DWXb9I5xoXLjp
1229,Acoustic Throwbacks,Big hits from the world of acoustics.,300,1976088,https://open.spotify.com/playlist/37i9dQZF1DX8TvdyVZSYFY
1230,50 Great Female Voices,100% amazing female singers. Enjoy!,50,1573654,https://open.spotify.com/playlist/37i9dQZF1DX9loJQLuEvap
1231,70s Soul Classics,A collection of the hottest soul tracks from the 1970s.,85,1154119,https://open.spotify.com/playlist/37i9dQZF1DWULEW2RfoSCi
1232,"12"" Classics","Classic 12"" singles to take you back to the the vinyl era.",80,524231,https://open.spotify.com/playlist/37i9dQZF1DXbNxO0uJPyJ9
1233,Après Ski Classics,Après Ski...you know what that means!,80,281923,https://open.spotify.com/playlist/37i9dQZF1DX0nBLMN0XzSQ
1234,After Work,Utan bra musik blir det ingen bra AW. Så enkel är ekvationen.,80,26637,https://open.spotify.com/playlist/37i9dQZF1DWSKtEVXBdAHi
1235,Autumn Leaves,"Embrace the mood of the season with harmonious, comforting songs.",100,334046,https://open.spotify.com/playlist/37i9dQZF1DX62qCiGEp1YH
1236,Autumn Lounge,With autumn comes darker days and colder weather.,134,58219,https://open.spotify.com/playlist/37i9dQZF1DWTSPqolnbHgK
1237,Best Tracks from Tarantino Films,"Tarantino not only produces great movies, he produces great soundtracks",45,539496,https://open.spotify.com/playlist/37i9dQZF1DX3b9hbbPi5hD
1238,"Britpop, Etc.",The songs that defined a golden era of British indie. Cover: Blur,50,497153,https://open.spotify.com/playlist/37i9dQZF1DXaVgr4Tx5kRF
1239,Broken Heart,Nurse your emotional wounds with these heartbreak tracks.,100,2987419,https://open.spotify.com/playlist/37i9dQZF1DXbrUpGvoi3TS
1240,Classical Sleep,"Drift off to these peaceful <a href=""spotify:genre:classical"">classical</a> melodies.",53,403072,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj
1241,Classic Road Trip Songs,The ultimate playlist to fuel your good mood while on the road.,100,4394860,https://open.spotify.com/playlist/37i9dQZF1DX9wC1KY45plY
1242,Dinner Lounge,Soft electronic music for your dinner.,153,126250,https://open.spotify.com/playlist/37i9dQZF1DX6kz6Kli3wib
1243,Chill Out Music,The ultimate chill out playlist.,223,747964,https://open.spotify.com/playlist/37i9dQZF1DX32oVqaQE8BM
1244,Comfort Zone,Chilled songs that you are familiar with - no surprises!,200,1447166,https://open.spotify.com/playlist/37i9dQZF1DWYWddJiPzbvb
1245,Cool Down,"Soft, relaxing music for workout recovery.",106,156833,https://open.spotify.com/playlist/37i9dQZF1DWUI1rlvkdQnb
1246,Dinner with Friends,Dinner with Friends? Here's the perfect playlist.,100,1362094,https://open.spotify.com/playlist/37i9dQZF1DX4xuWVBs4FgJ
1247,Downtempo Beats,Let's slow down.,113,142676,https://open.spotify.com/playlist/37i9dQZF1DWWQp0YMTvpD3
1248,Hot Acoustics,The best from the world of acoustic songs right now.,100,1112970,https://open.spotify.com/playlist/37i9dQZF1DWY8U6Zq7nvbE
1249,Focus Piano,Piano music to hone your thought process.,250,294524,https://open.spotify.com/playlist/37i9dQZF1DWZIOAPKUdaKS
1250,Alone Again,"Being alone (again) can be tough, but these songs will keep you company.",150,2895655,https://open.spotify.com/playlist/37i9dQZF1DWX83CujKHHOn
1251,In the Arms of a Woman,Male artists singing about love.,150,612406,https://open.spotify.com/playlist/37i9dQZF1DWTtOKhkK5Mem
1252,Instrumental Study,A soft musical backdrop for your studies.,383,1571483,https://open.spotify.com/playlist/37i9dQZF1DX9sIqqvKsjG8
1253,Svensk jazz,Svensk jazz när den är som bäst.,81,26460,https://open.spotify.com/playlist/37i9dQZF1DX4roJ565TJ33
1254,Keep Calm,"Lean back, close your eyes, and relax.",236,151508,https://open.spotify.com/playlist/37i9dQZF1DX5Ufz5ldo0J4
1255,Kitchen Swagger,Get jiggy in the kitchen with this groovy playlist.,148,706543,https://open.spotify.com/playlist/37i9dQZF1DX2FsCLsHeMrM
1256,Laidback Acoustic,Acoustic versions of well-known songs.,118,576494,https://open.spotify.com/playlist/37i9dQZF1DXc3FQfFV3K6V
1257,Late Night Jazz,The perfect backdrop to an evening spent relaxing in solitude.,100,1904151,https://open.spotify.com/playlist/37i9dQZF1DX4wta20PHgwo
1258,Lazy Chill Afternoon,"Mellow tracks with slow tempo beats, perfect to a Chill Afternoon.",100,166645,https://open.spotify.com/playlist/37i9dQZF1DXdL58DnQ4ZqM
1259,Life Sucks,"Does school, your love life or work suck? Or are you just having a bad day?",200,3230190,https://open.spotify.com/playlist/37i9dQZF1DX3YSRoSdA634
1260,Love In Paris,"Ah, Paris. It's easy to see why it's called the city of love.",40,282602,https://open.spotify.com/playlist/37i9dQZF1DX5SrscLLafXx
1261,Lounge - Soft House,Soft house music for your laidback moments.,202,1642216,https://open.spotify.com/playlist/37i9dQZF1DX82pCGH5USnM
1262,Summer Throwback,The biggest summer hits of all time!,80,323195,https://open.spotify.com/playlist/37i9dQZF1DXd1MXcE8WTXq
1263,Meditate to the Sounds of Nature,Calm ambient music with gentle nature sounds.,180,743515,https://open.spotify.com/playlist/37i9dQZF1DX1tuUiirhaT3
1264,Motivation Mix,Uplifting and energetic music that helps you stay motivated.,100,6001660,https://open.spotify.com/playlist/37i9dQZF1DXdxcBWuJkbcy
1265,Love Ballads,Some of the worlds most beautiful love songs.,249,1730295,https://open.spotify.com/playlist/37i9dQZF1DWYMvTygsLWlG
1266,Music for a Workday,A playlist to get you through your whole workday.,145,211248,https://open.spotify.com/playlist/37i9dQZF1DXcsT4WKI8W8r
1267,Fest!,Fest kan vara minst lika kul även om du bara är med dina allra närmsta!,100,112203,https://open.spotify.com/playlist/37i9dQZF1DWVcV87ePAqAq
1268,Pepplåtar till träningspasset,Ingenting peppar en under ett träningspass som riktigt bra musik.,80,183985,https://open.spotify.com/playlist/37i9dQZF1DX7CB1M7sBt21
1269,Perfect Concentration,Calm piano music for enhanced concentration.,300,670638,https://open.spotify.com/playlist/37i9dQZF1DWSluGMsH1R9r
1270,Pop Right Now,The most interesting tracks in the current world of pop music.,100,938662,https://open.spotify.com/playlist/37i9dQZF1DWVlLVXKTOAYa
1271,Powerwalk!,Fuel your powerwalk with these upbeat and uplifting tracks.,80,480876,https://open.spotify.com/playlist/37i9dQZF1DX9BXb6GsGCLl
1272,Psychedelic Rock,Expand your mind with these psychedelic rock treasures. Cover: Jim Morrison ,75,803807,https://open.spotify.com/playlist/37i9dQZF1DWSDoVybeQisg
1273,Pure Rock & Roll,"Various sounds, various decades, but with 1 thing in common: it's pure rock & roll.",100,1427205,https://open.spotify.com/playlist/37i9dQZF1DWWRktbhJiuqL
1274,Running to Rock 170-190 BPM,"No need for a gadget, just play these rock songs to set your pace!",75,840510,https://open.spotify.com/playlist/37i9dQZF1DWZUTt0fNaCPB
1275,Peaceful Guitar,Unwind to these calm classical guitar pieces.,192,1878558,https://open.spotify.com/playlist/37i9dQZF1DX0jgyAiPl8Af
1276,Sleep Tight,Music to reduce insomnia and help you relax.,237,573025,https://open.spotify.com/playlist/37i9dQZF1DWSUFOo47GEsI
1277,Songs to Sing in the Shower,Make your shower more uplifting by singing along to these hits.,200,6380951,https://open.spotify.com/playlist/37i9dQZF1DWSqmBTGDYngZ
1278,SPA Treatment,Music wellness for your soul.,190,448803,https://open.spotify.com/playlist/37i9dQZF1DX4Q2SnB3glnP
1279,Spooning,This is the perfect playlist for those cozy moments.,111,299295,https://open.spotify.com/playlist/37i9dQZF1DXawcx4otNoU1
1280,Svenska sommarklassiker,Spellistan för den svenska sommaren.,65,68463,https://open.spotify.com/playlist/37i9dQZF1DX0ZFVMeJPr1Z
1281,Svensk Punk,Svensk punk från förr och nu.,65,24036,https://open.spotify.com/playlist/37i9dQZF1DX4IkJGKNp9lO
1282,Pluggfokus,Musik som hjälper dig att fokusera vid intensiva studier.,400,103859,https://open.spotify.com/playlist/37i9dQZF1DX6DtDmlyZ4X7
1283,The Bachelor Party,Here's to the groom! Enjoy your day with the boys!,80,88867,https://open.spotify.com/playlist/37i9dQZF1DX2pto11EMGQc
1284,The Black Power Mixtape 1967-1975,Music in the award-winning doc: The Black Power Mixtape 1967-1975.,69,583794,https://open.spotify.com/playlist/37i9dQZF1DX94QVAxB7Dum
1285,The New Waltz,"Key words: Contemporary pop, legends, country music - and something in between. Just good tunes!",60,89798,https://open.spotify.com/playlist/37i9dQZF1DWZel4xa7wX1s
1286,Throwback Party,"Here it is, the playlist for the ultimate throwback bash!",150,3041515,https://open.spotify.com/playlist/37i9dQZF1DX7F6T2n2fegs
1287,Träning,Den perfekta mixade spellistan för träningspasset.,101,157312,https://open.spotify.com/playlist/37i9dQZF1DX4TXm6C4J2mM
1288,Ultimate Halloween,A playlist of spooky songs to get you ready for fright night!,60,234540,https://open.spotify.com/playlist/37i9dQZF1DXarlH9zHuV0v
1289,Weekend Hangouts,"Throwing a soft party, having drinks or just chilling with your friends.",206,1435126,https://open.spotify.com/playlist/37i9dQZF1DXdsy92d7BLpC
1290,Workday Lounge,Lounge and chill out music for your workday.,211,265491,https://open.spotify.com/playlist/37i9dQZF1DWT5lkChsPmpy
1291,Workday: Rock Classics,Classic rock combined a guitar-driven sound with a particular era. This playlist delivers classic rock tracks for the entire workday.,97,167749,https://open.spotify.com/playlist/37i9dQZF1DX1lwxXvReaux
1292,Workday Soul,A great mix of soul music to help you get through your day.,150,99839,https://open.spotify.com/playlist/37i9dQZF1DX4GMJS146m00
1293,Women of Sweden,"Det finns hur många drottningar av Sverige som helst. Vi har samlat 100 av dem i en spellista, där du hör regenter från igår, idag och i morrn. Låt dig imponeras och inspireras!",100,431,https://open.spotify.com/playlist/2EaYMuzaVSdPjJOqg77E2E
1294,Wake Up Happy,"Set the mood of your day with these awesome, happy songs!",150,1310743,https://open.spotify.com/playlist/37i9dQZF1DX0UrRvztWcAU
1295,Kvinnor att ha koll på 2014,Upptäck svenska talanger som kommer att vara soundtracket till ditt 2014. En spellista som ständigt uppdateras.,63,3335,https://open.spotify.com/playlist/1m6DKwKNM1YLcm3OX6RzJg
1296,Made in Sweden,Här hör du de bästa svenska låtarna just nu.,100,112876,https://open.spotify.com/playlist/37i9dQZF1DX0ekBHz1NmKS
1297,Happy Hits!,Hits to boost your mood and fill you with happiness!,100,5705867,https://open.spotify.com/playlist/37i9dQZF1DXdPec7aLTmlC
1298,100,Håll det 100.,80,237247,https://open.spotify.com/playlist/37i9dQZF1DWXfgo3OOonqa
1299,The PMS Playlist,These songs will make you feel better. Or maybe worse.,25,216694,https://open.spotify.com/playlist/37i9dQZF1DWSEMER0I7qzl
1300,Svensk Reggae,Det bästa från den svenska reggaescenen.,50,63710,https://open.spotify.com/playlist/37i9dQZF1DX4OF8aCFCpJb
1301,Spela Shoreline!,"Din egen indieklubb! Garanterad dans, dans, dans. #spelashoreline",45,53247,https://open.spotify.com/playlist/37i9dQZF1DX3IN93M08EFq
1302,Schlagerfest,På med fjäderboan och de gyllene skorna. Nu ska vi dansa i neon!,52,22472,https://open.spotify.com/playlist/37i9dQZF1DWYgwF78otcGY
1303,An Instrumental Sunday,"This Sunday, let's tune out the words.",45,134282,https://open.spotify.com/playlist/37i9dQZF1DX9XdJRfSK6a0
1304,One-Hit Wonders,Remember these?,50,1126589,https://open.spotify.com/playlist/37i9dQZF1DX0Ew6u9sRtTY
1305,38 Great Female Duets,38 great tunes by female singers only!,38,8334,https://open.spotify.com/playlist/1xAmEtLT8c17IisGUa1f4M
1306,Best of Boybands and Girl Groups,"Remember the glory days when boy bands and girl groups ruled the radio? Listen to this playlist and bring the Spice Girls, Hanson, and Destiny's Child back!",41,25060,https://open.spotify.com/playlist/7oTMBMLu6EI4l163C9fkhg
1307,Loud & Proud,Höj volymen och happy EuroPride 2018!,47,3655,https://open.spotify.com/playlist/37i9dQZF1DXdMgrfZfBDFy
1308,Eurovision Party,"Floor fillers from the long, illustrious history of the show.",40,49145,https://open.spotify.com/playlist/37i9dQZF1DX6BCd5Q12fpZ
1309,Beach Party,"The ocean, the sun, your friends, the music.",223,729678,https://open.spotify.com/playlist/37i9dQZF1DX4Y4RhrZqHhr
1310,Johnossi,Missa inte Johnossi på Flamingo-scenen på TORSDAG / 18.45,10,30,https://open.spotify.com/playlist/5MkJ5KSzz4wmCpIFvM6pFT
1311,Håkan Hellström,Missa inte Håkan Hellström på Flamingo-scenen på FREDAG / 19.40,10,65,https://open.spotify.com/playlist/2CTBt2glXb1wEzUa6wCbWU
1312,Rodriguez,Missa inte Rodriguez på Flamingo-scenen på FREDAG / 15.00,10,37,https://open.spotify.com/playlist/52JrW4dL2mDe1Dneq0vH1I
1313,Of Monsters and Men,Missa inte Of Monsters and Men på Azalea-scenen på FREDAG / 16.10,10,36,https://open.spotify.com/playlist/4pL8YJw0ts5YcpxEgl1LiL
1314,Alicia Keys,Missa inte Alicia Keys på Flamingo-scenen på LÖRDAG / 22.20,10,72,https://open.spotify.com/playlist/3zxOlGe8vWwQA8eLRXBqTY
1315,Daniel Adams-Ray,Missa inte Daniel Adams-Ray på Flamingo-scenen på TORSDAG / 16.35,10,18,https://open.spotify.com/playlist/6c51ZkUk7wO3Icy2sW3jvA
1316,Kendrick Lamar,Missa inte Kendrick Lamar på Azalea-scenen på LÖRDAG / 21.00,10,36,https://open.spotify.com/playlist/4lwqQxljF1Rge3X4eMzdza
1317,Disclosure,Missa inte Disclosure på Linné-scenen på LÖRDAG / 23.00,10,16,https://open.spotify.com/playlist/5grxWts6M4gvPZFrWSNOBl
1318,Miguel,Missa inte Miguel på Azalea-scenen på FREDAG / 21.15,10,47,https://open.spotify.com/playlist/67zOV0qxT0TT8JEHZDCBDd
1319,Soulful Christmas,"A collection of soul, rnb and gospel flavored takes on the most beloved Christmas songs.",50,131947,https://open.spotify.com/playlist/37i9dQZF1DX4ELVW61Sklr
1320,Soul Coffee,The tunes to ease you into your day.,50,668671,https://open.spotify.com/playlist/37i9dQZF1DXaXDsfv6nvZ5
1321,This Is Michael Jackson,"Jam and remember the time with this collection of hits by the <a href=""spotify:artist:3fMbdgg4jU18AjLCKBhRSm"">King of Pop</a>!",65,2100254,https://open.spotify.com/playlist/37i9dQZF1DXaTIN6XNquoW
1322,"Young, Wild & Free","That's how its supposed to be. Living young, wild and free!",100,2742471,https://open.spotify.com/playlist/37i9dQZF1DX843Qf4lrFtZ
1323,Welcome Home,Finally that person that we've missed so much is home. This deserves  a party!,70,5418,https://open.spotify.com/playlist/0LqjAibgbS9ep32zZrDcAN
1324,EQUAL Global,"Listen to women from all over the world, at full volume. Cover: STAYC",70,830100,https://open.spotify.com/playlist/37i9dQZF1DWU8quswnFt3c
1325,Happy Birthday,Great songs for your birthday! Let's celebrate! ,35,193525,https://open.spotify.com/playlist/37i9dQZF1DWYtQSOiZF6hj
1326,Kids B-day Party,"The perfect playlist for a great party. Fun, happy, joyful... the kids will love it!",45,31477,https://open.spotify.com/playlist/6PzNMpCPMDMo1pOUjNhDUC
1327,Walk The Dog,Songs for you and your best friend. Endless love in any weather.,35,1383,https://open.spotify.com/playlist/2mADaSxlIcxRDSG9e9vLlh
1328,Tagga För OS,Samla dina vänner och ladda inför de Olypiska Spelen. Nu kör vi!,51,50,https://open.spotify.com/playlist/0uZg7go8TKu5hpv1L6CJ4y
1329,Commuter Flow (That Fire For Your Aux Cord),Some nice little jams to make the ride smooth. To quote Dom Kennedy &quot;Pleeze Make It Home Safe&quot; (also closing song).,40,38054,https://open.spotify.com/playlist/5wPUMOWXlhmk9XmGO4RtKz
1330,70s Road Trip,Hit the road to the soundtrack of these seventies classics.,100,2444148,https://open.spotify.com/playlist/37i9dQZF1DWWiDhnQ2IIru
1331,Annorlunda Kärlekslåtar,,75,15,https://open.spotify.com/playlist/1cddSHoeIrE3m0i8TqYNbn
1332,Fuck Valentine!,,74,42,https://open.spotify.com/playlist/5Dn14a8hNIhT3NLLjUUBGL
1333,Valentine anger,,38,22,https://open.spotify.com/playlist/1apRF10Iufr0NBBiF1u7E5
1334,Det är så tråkigt och trist utan dig,,26,31,https://open.spotify.com/playlist/7qeSmszUjRBWOwHzlxfEXt
1335,Inget är större än KÄCLEKEN,,23,23,https://open.spotify.com/playlist/2PMlGn5a2jxukdhCYQyQvG
1336,Folk & Rock 200 favoriter,"Borlängeprofilen Ingemar Magnusson, som till vardags driver skivbutiken Folk å Rock, listar sina 200 favoritlåtar. Hitta spellistor för alla tillfällen på <a href=""spotify:app:tunigo"">Tunigo</a>",200,71,https://open.spotify.com/playlist/3cC0Hnr7idCemR4JxOh2lI
